rank_within_available_evaluations,mode,source,repair_cost_usd,budget_remaining_usd,repaired_station_count,repaired_stations,repaired_road_component_count,served_total,served_ev,served_non_ev,finite_system_time_min,physical_in_vehicle_time_min,physical_wait_vehicle_min,physical_service_vehicle_min,charging_entries_period,average_wait_min_per_charging_session,average_service_min_per_charging_session,average_station_delay_min_per_charging_session,unstable_station_entries,potential_total,potential_ev,ev_completion_target,ev_target_shortfall,ev_target_rate,ev_target_feasible,completion_shortfall,completion_rate,completion_feasible,queue_feasible,hard_feasible,feasibility_violation,max_station_utilization,station_utilization_violation,unstable_station_count,nonfinite_wait_station_count
270,focus_6d38f9af67,BIHMH gen 90 focus / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2358,235497.77210259507,10364.982102595037,225132.79000000004,6292645.036053317,6267294.986045659,0.00024494908697648206,25350.049762709055,348.6199986200001,7.02624886541519e-07,72.71542040920293,72.71542111182782,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5425928553055772,0.0,0,0
271,focus_ce8ddf31de,BIHMH gen 22 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2083,234751.13536076748,10096.415360767478,224654.72,6292704.873279045,6268497.456227221,2.2421175634746124e-06,24207.41704958275,326.86017194750013,6.8595618429605995e-09,74.06046721859681,74.06046722545638,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47124460881861685,0.0,0,0
272,focus_ce8ddf31de,BIHMH gen 23 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2082,234751.13536076748,10096.415360767478,224654.72,6292723.090611817,6268515.845399945,2.230471642281562e-06,24207.245209642057,326.86017194749996,6.8239321695021894e-09,74.05994148938466,74.0599414962086,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4712446090060416,0.0,0,0
273,focus_ce8ddf31de,BIHMH gen 21 focus / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2077,234751.13536076748,10096.415360767478,224654.72,6292832.79095947,6269225.056310318,2.273411969940428e-06,23607.734646878234,326.8601719474998,6.955304332109275e-09,72.22579155550987,72.22579156246518,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4712446372322334,0.0,0,0
274,focus_ce8ddf31de,BIHMH gen 22 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2079,234751.13536076748,10096.415360767478,224654.72,6292883.183395193,6268674.867463859,2.2443372431847603e-06,24208.315929089844,326.8601719475,6.866352758161198e-09,74.06321726153335,74.06321726839971,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47124485278967215,0.0,0,0
275,focus_ce8ddf31de,BIHMH gen 21 focus / swap_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2082,234751.13536076748,10096.415360767478,224654.72,6292943.828974944,6268736.23071184,2.2396278863124144e-06,24207.598260863288,326.8601719475002,6.851944894259372e-09,74.06102161860049,74.06102162545244,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4712445711560149,0.0,0,0
276,focus_ce8ddf31de,BIHMH gen 22 focus / add_fix,24999574.16,425.839999999851,3,C4;C5;C7,2083,234751.13536076748,10096.415360767478,224654.72,6292949.440300444,6268742.242798867,2.2299733355991616e-06,24207.19749934826,326.86017194749985,6.822407643955285e-09,74.05979552392945,74.05979553075186,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4712446131023945,0.0,0,0
277,focus_ce8ddf31de,BIHMH gen 21 focus / add_fix,24999574.16,425.839999999851,3,C4;C5;C7,2085,234751.13536076748,10096.415360767478,224654.72,6292951.952467717,6268744.537917603,2.2426052272184302e-06,24207.414547871893,326.86017194749985,6.861053807371296e-09,74.06045956483214,74.0604595716932,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4712446156423577,0.0,0,0
278,focus_ce8ddf31de,BIHMH gen 20 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2075,234751.13536076748,10096.415360767478,224654.72,6292952.329394137,6269345.764340291,2.2786176633200835e-06,23606.56505156718,326.8601719474997,6.971230693980285e-09,72.22221328133814,72.22221328830938,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47124464338943006,0.0,0,0
279,focus_ce8ddf31de,BIHMH gen 21 focus / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2079,234751.13536076748,10096.415360767478,224654.72,6292955.430151293,6269354.631933209,2.2627879094341504e-06,23600.79821582119,326.8601719474997,6.922800951709711e-09,72.20457015366176,72.20457016058457,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4712445960840244,0.0,0,0
280,focus_6b4c33ee94,BIHMH gen 36 focus / remove_fix,24999574.16,425.839999999851,3,C4;C5;C7,2200,234770.175293555,9943.175293554988,224827.0,6292959.509732594,6268205.797610981,7.556487978768989e-06,24753.71211405534,343.8914322299998,2.1973469736562366e-08,71.98118299585806,71.98118301783153,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.46416660733238585,0.0,0,0
281,focus_6d38f9af67,BIHMH gen 98 focus / swap_fix,24999574.16,425.839999999851,3,C4;C5;C7,2362,235497.77210259507,10364.982102595037,225132.79000000004,6292986.7028165655,6267636.312922705,0.00024494773382899613,25350.389648912667,348.6199986200001,7.026210051018675e-07,72.71639535672448,72.71639605934548,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.542592854007407,0.0,0,0
282,focus_ce8ddf31de,BIHMH gen 21 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2076,234751.13536076748,10096.415360767478,224654.72,6293033.613091109,6268826.4073472135,2.2409703343846906e-06,24207.205741654747,326.86017194749996,6.856051996278805e-09,74.0598207405425,74.05982074739856,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47124460689329284,0.0,0,0
283,focus_6d38f9af67,BIHMH gen 95 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2362,235497.77210259507,10364.982102595037,225132.79000000004,6293053.402866322,6267702.7483359,0.0002449479174901523,25350.65428547403,348.6199986200002,7.02621531925219e-07,72.71715445420138,72.71715515682291,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5425928540103572,0.0,0,0
284,focus_6d38f9af67,BIHMH gen 93 focus / remove_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2362,235497.77210259507,10364.982102595037,225132.79000000004,6293087.025347235,6267736.703790966,0.0002449478627506149,25350.32131132011,348.61999862000016,7.026213749074416e-07,72.71619933356793,72.7162000361893,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.542592854107534,0.0,0,0
285,focus_ce8ddf31de,BIHMH gen 21 focus / add_fix,24999574.16,425.839999999851,3,C4;C5;C7,2078,234751.13536076748,10096.415360767478,224654.72,6293318.463248122,6269110.133486904,2.2520990073781777e-06,24208.32975896579,326.8601719475,6.8900991942814855e-09,74.06325957282463,74.06325957971474,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4712446285018004,0.0,0,0
286,focus_6d38f9af67,BIHMH gen 96 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2365,235497.77210259507,10364.982102595037,225132.79000000004,6293387.261572452,6268056.549747947,0.00024497775994888,25330.711579527397,348.6199986200002,7.027071336085585e-07,72.6599497441286,72.65995044683574,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.542592806164053,0.0,0,0
287,focus_2096f79153,BIHMH gen 53 focus / station_prune_fix,24999991.52,8.480000000447035,2,C4;C5,2486,237415.2979559625,10130.627955962484,227284.67,6293464.458140584,6270114.798557211,0.0001617036046009592,23349.65942166911,323.93943720499993,4.991785069337748e-07,72.080323480011,72.08032397918952,0.0,237465.61268474002,10180.94268474,10083.761177952152,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5366548703491694,0.0,0,0
288,focus_ce8ddf31de,BIHMH gen 23 focus / add_fix,24999574.16,425.839999999851,3,C4;C5;C7,2075,234751.13536076748,10096.415360767478,224654.72,6293470.429478484,6269263.607988011,2.2430897450387506e-06,24206.821488230136,326.8601719475003,6.862536147105227e-09,74.05864515092463,74.05864515778717,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.471244544558742,0.0,0,0
289,focus_ce8ddf31de,BIHMH gen 23 focus / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2083,234751.13536076748,10096.415360767478,224654.72,6293489.846549509,6269283.834656935,2.2491679547866785e-06,24206.011890324906,326.86017194750013,6.881131896204035e-09,74.05616825721074,74.05616826409188,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47124466481956545,0.0,0,0
290,focus_6b4c33ee94,BIHMH gen 38 focus / crossover_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2227,234770.175293555,9943.175293554988,224827.0,6293499.142856759,6268748.173867932,7.592636025164219e-06,24750.968981234746,343.89143222999974,2.2078584441400537e-08,71.97320625505124,71.97320627712982,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4641686626777939,0.0,0,0
291,focus_ce8ddf31de,BIHMH gen 22 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2082,234751.13536076748,10096.415360767478,224654.72,6293572.410013904,6269365.263805067,2.2405742858516853e-06,24207.14620659613,326.86017194750013,6.854840320562407e-09,74.0596385982574,74.05963860511224,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47124459825167564,0.0,0,0
292,focus_6b4c33ee94,BIHMH gen 36 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2187,234770.175293555,9943.175293554988,224827.0,6293621.2683832,6268869.423538884,7.665767736905134e-06,24751.84483665002,343.89143222999974,2.2291243742816348e-08,71.97575315018496,71.9757531724762,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.46416867637005793,0.0,0,0
293,focus_6b4c33ee94,BIHMH gen 34 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2185,234770.175293555,9943.175293554988,224827.0,6293743.565384164,6268987.392096405,7.66535193912196e-06,24756.17328009355,343.89143222999985,2.2290034646734832e-08,71.98833980701282,71.98833982930286,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4641686763994048,0.0,0,0
294,focus_6b4c33ee94,BIHMH gen 37 focus / crossover_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2198,234770.175293555,9943.175293554988,224827.0,6293809.738023871,6269061.477949034,7.681227228631439e-06,24748.260067154642,343.89143222999985,2.2336198313583213e-08,71.9653290187312,71.96532904106739,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4641686213285495,0.0,0,0
295,focus_6b4c33ee94,BIHMH gen 38 focus / mip_intensify,24999922.240000002,77.75999999791384,4,C1;C4;C5;C7,2258,234770.175293555,9943.175293554988,224827.0,6293829.870534347,6267897.358105816,6.505340987202525e-05,25932.512363477275,343.89143222999985,1.891684519447886e-07,75.40900974274118,75.40900993190962,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.3992939982963529,0.0,0,0
296,focus_6b4c33ee94,BIHMH gen 30 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2168,234770.175293555,9943.175293554988,224827.0,6293838.099714633,6269089.524990661,7.583585815108858e-06,24748.57471638855,343.89143222999985,2.2052267385471933e-08,71.96624398550391,71.96624400755617,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4641683773888335,0.0,0,0
297,focus_ce8ddf31de,BIHMH gen 21 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2083,234751.13536076748,10096.415360767478,224654.72,6293952.479624454,6270342.910402056,2.2724862067403047e-06,23609.569220125213,326.86017194749996,6.9524720408741315e-09,72.23140427129606,72.23140427824853,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47124465499595497,0.0,0,0
298,focus_ce8ddf31de,BIHMH gen 20 focus / add_fix,24999574.16,425.839999999851,3,C4;C5;C7,2070,234751.13536076748,10096.415360767478,224654.72,6294000.021815451,6270397.641162065,2.268202731599964e-06,23602.380651118096,326.8601719474999,6.939367124741896e-09,72.20941147552567,72.20941148246504,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47124460361427195,0.0,0,0
299,focus_6d38f9af67,BIHMH gen 98 focus / crossover_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2363,235497.77210259507,10364.982102595037,225132.79000000004,6294010.360684982,6268660.2924480345,0.00024494892739620436,25350.067991998043,348.6199986200001,7.026244287930297e-07,72.71547269905739,72.71547340168182,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5425928552920828,0.0,0,0
300,focus_2096f79153,BIHMH gen 50 focus / station_prune_fix,24999664.240000002,335.75999999791384,2,C4;C7,2475,237417.84383618,10133.173836179983,227284.67,6294058.714948052,6267237.768206058,0.06616698478529807,26820.880575008974,308.6284619034999,0.00021439041745277134,86.90345799473013,86.90367238514759,0.0,237465.61268474002,10180.94268474,10083.761177952152,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.639012254292866,0.0,0,0
301,focus_30ae01f335,BIHMH gen 18 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2073,233421.02101293247,10027.801012932463,223393.22,6294085.430234987,6269891.085600387,3.7350037406002552e-06,24194.344630865384,335.5021465400002,1.1132577776681825e-08,72.11382961444278,72.11382962557536,0.0,233471.01193258,10077.79193258,9981.595044391,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47247257517222224,0.0,0,0
302,focus_6d38f9af67,BIHMH gen 98 focus / swap_fix,24999574.16,425.839999999851,3,C4;C5;C7,2363,235497.77210259507,10364.982102595037,225132.79000000004,6294108.511773942,6268757.790340921,0.0002449478120755489,25350.72118807286,348.6199986200003,7.026212295484081e-07,72.71734636114617,72.7173470637674,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5425928544126846,0.0,0,0
303,focus_6b4c33ee94,BIHMH gen 39 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2237,234770.175293555,9943.175293554988,224827.0,6294116.124968282,6269371.756418363,7.70393361875827e-06,24744.368542214885,343.89143222999996,2.2402226100258757e-08,71.9540128748118,71.95401289721403,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4641686960125286,0.0,0,0
304,focus_ce8ddf31de,BIHMH gen 22 focus / add_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2069,234751.13536076748,10096.415360767478,224654.72,6294122.429180584,6270519.634856627,2.274384156713259e-06,23602.79432168211,326.8601719475002,6.958278652189436e-09,72.21067706429879,72.21067707125707,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47124483949491935,0.0,0,0
305,focus_6d38f9af67,BIHMH gen 96 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2363,235497.77210259507,10364.982102595037,225132.79000000004,6294147.746270728,6268797.011077177,0.0002449479467446598,25350.73494860313,348.6199986200003,7.026216158403919e-07,72.71738583257732,72.71738653519894,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.542592854402766,0.0,0,0
306,focus_6b4c33ee94,BIHMH gen 35 focus / mip_intensify,24999353.92,646.0799999982119,3,C4;C5;C7,2192,234770.175293555,9943.175293554988,224827.0,6294181.376321942,6269438.448556732,7.775309410402895e-06,24742.92775743393,343.89143223,2.2609779371306482e-08,71.9498232246899,71.94982324729968,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.464168624563351,0.0,0,0
307,focus_6b4c33ee94,BIHMH gen 37 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2202,234770.175293555,9943.175293554988,224827.0,6294224.842368837,6268057.646640066,0.0007695594551178509,26167.19495921183,343.8914322300001,2.2377976971614614e-06,76.09144196913516,76.09144420693286,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47413760601376304,0.0,0,0
308,focus_6d38f9af67,BIHMH gen 95 focus / swap_fix,24999574.16,425.839999999851,3,C4;C5;C7,2361,235497.77210259507,10364.982102595037,225132.79000000004,6294291.125479847,6268941.1564949835,0.00024494906815883367,25349.968739915003,348.61999862,7.026248325639836e-07,72.7151879991451,72.71518870176993,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.542592855392781,0.0,0,0
309,focus_6d38f9af67,BIHMH gen 94 focus / swap_fix,24999574.16,425.839999999851,3,C4;C5;C7,2361,235497.77210259507,10364.982102595037,225132.79000000004,6294299.00681903,6268949.014161168,0.0002449490530874977,25349.992412914056,348.61999862000016,7.026247893325679e-07,72.71525590402472,72.7152566066495,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5425928545170468,0.0,0,0
310,focus_6b4c33ee94,BIHMH gen 38 focus / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2235,234770.175293555,9943.175293554988,224827.0,6294312.246707051,6269573.600678471,7.718828417007084e-06,24738.646020861786,343.89143222999985,2.2445538601975446e-08,71.93737238651588,71.93737240896141,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4641688528198277,0.0,0,0
311,focus_30ae01f335,BIHMH gen 19 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2079,233421.02101293247,10027.801012932463,223393.22,6294318.160607126,6269351.542914287,3.6544189258159287e-06,24966.617689184237,335.50214654,1.089238612480899e-08,74.41567199096178,74.41567200185418,0.0,233471.01193258,10077.79193258,9981.595044391,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47247255287819506,0.0,0,0
312,focus_6b4c33ee94,BIHMH gen 36 focus / mip_intensify,24999353.92,646.0799999982119,3,C4;C5;C7,2214,234770.175293555,9943.175293554988,224827.0,6294343.628665547,6269594.971486053,7.706321159400696e-06,24748.657171786574,343.8914322299998,2.2409168816531003e-08,71.96648375710127,71.96648377951044,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4641685583526909,0.0,0,0
313,focus_6b4c33ee94,BIHMH gen 35 focus / swap_fix,24999574.16,425.839999999851,3,C4;C5;C7,2200,234770.175293555,9943.175293554988,224827.0,6294380.833225923,6269636.1435152795,7.647867003092976e-06,24744.689702995296,343.8914322299996,2.2239190297645947e-08,71.95494677647476,71.95494679871395,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.46416857112803983,0.0,0,0
314,focus_ce8ddf31de,BIHMH gen 25 focus / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2091,234751.13536076748,10096.415360767478,224654.72,6294387.186249922,6270782.355142569,2.254257691446981e-06,23604.83110509905,326.86017194749957,6.896703498672396e-09,72.21690842434748,72.21690843124418,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4712446653762128,0.0,0,0
315,focus_6b4c33ee94,BIHMH gen 35 focus / crossover_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2194,234770.175293555,9943.175293554988,224827.0,6294513.70310455,6268345.719225553,0.0007662758139042988,26167.983112722162,343.89143222999996,2.228249214978411e-06,76.09373383638301,76.09373606463222,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47413763336671266,0.0,0,0
316,focus_6b4c33ee94,BIHMH gen 32 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2207,234770.175293555,9943.175293554988,224827.0,6294607.84454699,6269865.35860607,7.803753078900199e-06,24742.48593311589,343.89143223000013,2.2692490558127436e-08,71.94853844619112,71.94853846888361,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4641681757509458,0.0,0,0
317,focus_6b4c33ee94,BIHMH gen 37 focus / crossover_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2253,234770.175293555,9943.175293554988,224827.0,6294696.795269536,6268522.9656110555,0.0007598702488904148,26173.828898610154,343.8914322300003,2.2096225077867047e-06,76.11073276494037,76.11073497456287,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47413703566019116,0.0,0,0
318,focus_6d38f9af67,BIHMH gen 97 focus / crossover_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2403,235497.77210259507,10364.982102595037,225132.79000000004,6294817.979777058,6269456.694489301,0.00024485707959039083,25361.285042899475,348.6199986199998,7.023609677002154e-07,72.74764827976377,72.74764898212473,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5425924844410246,0.0,0,0
319,focus_6b4c33ee94,BIHMH gen 30 focus / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2162,234770.175293555,9943.175293554988,224827.0,6295602.1228794465,6270858.582058295,7.612074604834697e-06,24743.5408135404,343.89143223000013,2.2135109780064594e-08,71.95160592716226,71.95160594929737,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.46416794632192565,0.0,0,0
320,focus_6b4c33ee94,BIHMH gen 38 focus / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2227,234770.175293555,9943.175293554988,224827.0,6295684.033974821,6270934.9492887175,7.690581222626652e-06,24749.084678412084,343.89143222999996,2.2363398741155818e-08,71.96772690126083,71.96772692362423,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.46416851364803374,0.0,0,0
321,focus_6b4c33ee94,BIHMH gen 36 focus / add_fix,24999574.16,425.839999999851,3,C4;C5;C7,2183,234770.175293555,9943.175293554988,224827.0,6295743.3243838595,6270992.706496993,7.640977384104932e-06,24750.617879226294,343.8914322299999,2.2219156012571225e-08,71.97218528745636,71.97218530967551,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4641685616821572,0.0,0,0
322,focus_ce8ddf31de,BIHMH gen 20 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2032,234751.13536076748,10096.415360767478,224654.72,6295786.704376476,6272179.032200427,2.2637430555853472e-06,23607.672173784675,326.86017194750013,6.9257231375040295e-09,72.22560042456476,72.22560043149048,0.0,234799.10684649,10144.386846489999,10047.55428100877,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47124491551910663,0.0,0,0
323,focus_2096f79153,BIHMH gen 58 focus / mip_intensify,24999664.240000002,335.75999999791384,2,C4;C7,2504,237417.84383618,10133.173836179983,227284.67,6295968.615826323,6269149.402951561,0.06377626238318056,26819.149098499736,308.6284619034998,0.00020664413771119322,86.89784776520513,86.89805440934283,0.0,237465.61268474002,10180.94268474,10083.761177952152,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.6382607679715805,0.0,0,0
324,focus_6b4c33ee94,BIHMH gen 34 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2186,234770.175293555,9943.175293554988,224827.0,6295982.407013174,6271226.97933262,7.668843658054675e-06,24755.427672885136,343.89143222999996,2.2300188196970353e-08,71.98617165992178,71.98617168222196,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4641686856674182,0.0,0,0
325,focus_6b4c33ee94,BIHMH gen 39 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2200,234770.175293555,9943.175293554988,224827.0,6296054.938654567,6269930.195896881,0.0007707406705622212,26124.741986946472,343.8914322300002,2.24123254704042e-06,75.9679932051166,75.96799544634915,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47413734722735246,0.0,0,0
326,focus_6d38f9af67,BIHMH gen 93 focus / crossover_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2403,235497.77210259507,10364.982102595037,225132.79000000004,6296139.0206357185,6270791.265162377,0.00024484739955167475,25347.755228494752,348.6199986199998,7.023332009663665e-07,72.70883864618484,72.70883934851804,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5425924049308649,0.0,0,0
327,focus_6b4c33ee94,BIHMH gen 39 focus / crossover_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2216,234770.175293555,9943.175293554988,224827.0,6296147.464654856,6269978.0713959895,0.0007568905303488929,26169.392501976326,343.89143222999985,2.2009578006662084e-06,76.09783219162563,76.09783439258342,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4741371445303914,0.0,0,0
328,focus_6b4c33ee94,BIHMH gen 37 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2199,234770.175293555,9943.175293554988,224827.0,6296239.01867769,6270114.273277525,0.0007707406906956354,26124.744629423654,343.89143223000025,2.2412326055862635e-06,75.96800088916142,75.96800313039402,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4741373472273521,0.0,0,0
329,focus_6d38f9af67,BIHMH gen 96 focus / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2367,235497.77210259507,10364.982102595037,225132.79000000004,6296258.677874855,6270927.186077139,0.000244964499524673,25331.491552750416,348.6199986200001,7.026690967080382e-07,72.66218706047911,72.66218776314821,0.0,235546.06646823004,10413.27646823,10313.877234866488,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5425929028940863,0.0,0,0
330,focus_6b4c33ee94,BIHMH gen 31 focus / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2180,234770.175293555,9943.175293554988,224827.0,6296355.791251388,6271609.789268415,7.736426904017154e-06,24746.00197523674,343.8914322299999,2.2496713145336263e-08,71.95876272569139,71.9587627481881,0.0,234819.73415359,9992.73415359,9897.349178735773,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.46416868444838144,0.0,0,0
