rank_within_available_evaluations,mode,source,repair_cost_usd,budget_remaining_usd,repaired_station_count,repaired_stations,repaired_road_component_count,served_total,served_ev,served_non_ev,finite_system_time_min,physical_in_vehicle_time_min,physical_wait_vehicle_min,physical_service_vehicle_min,charging_entries_period,average_wait_min_per_charging_session,average_service_min_per_charging_session,average_station_delay_min_per_charging_session,unstable_station_entries,potential_total,potential_ev,ev_completion_target,ev_target_shortfall,ev_target_rate,ev_target_feasible,completion_shortfall,completion_rate,completion_feasible,queue_feasible,hard_feasible,feasibility_violation,max_station_utilization,station_utilization_violation,unstable_station_count,nonfinite_wait_station_count
1140,screen,BIHMH gen 32 screen / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2195,1078515.3612064177,19712.551206417524,1058802.81,32350228.564308338,32284187.998580694,2572.066226482499,63468.499501160455,872.4184888299989,2.948202335706914,72.7500623998445,75.6982647355514,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9491356118605816,0.0,0,0
1141,final,BIHMH gen 49 full / crossover_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2329,1078515.3612064177,19712.551206417575,1058802.81,32350378.369320765,32282888.37027824,1145.4855667029078,66344.51347582367,898.3689885899149,1.2750724716142177,73.8499595583307,75.12503202994492,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8730766025716991,0.0,0,0
1142,final,BIHMH gen 37 full / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2242,1078515.3612064177,19712.55120641757,1058802.81,32353061.850649238,32285672.557120413,1125.2998702192706,66263.99365860625,898.5266767692384,1.2523833730406566,73.747385995112,74.99976936815266,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8719906556123168,0.0,0,0
1143,screen,BIHMH gen 36 screen / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2230,1078515.3612064177,19712.551206417524,1058802.81,32353669.465687603,32286196.574022967,3413.9796315684785,64058.91203306693,872.4184888299984,3.913236222385625,73.42681620488858,77.3400524272742,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9490960783538461,0.0,0,0
1144,screen,BIHMH gen 41 screen / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2256,1078515.3612064177,19712.551206417524,1058802.81,32353802.155867204,32258821.84135204,29929.40800749607,65050.906507668726,872.952160504373,34.285278577240135,74.51829487435339,108.80357345159352,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9939675848893471,0.0,0,0
1145,screen,BIHMH gen 31 screen / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2180,1078515.3612064177,19712.551206417524,1058802.81,32354199.93748698,32288191.4145658,2542.468661007718,63466.05426017092,872.4184888299975,2.9142764551189515,72.74725956952769,75.66153602464664,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9487192126835935,0.0,0,0
1146,final,BIHMH gen 50 full / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2308,1078515.3612064177,19712.55120641757,1058802.81,32355270.66682641,32287828.68991138,1154.6038915293639,66287.37302350017,897.206937817808,1.2868869408629386,73.88192202874033,75.16880896960328,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8692122813486769,0.0,0,0
1147,screen,BIHMH gen 34 screen / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2194,1078515.3612064177,19712.551206417524,1058802.81,32355396.47724138,32287963.375520784,3381.877702865042,64051.22401772778,872.418488829998,3.8764397432710127,73.41800390272218,77.29444364599318,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9488920629445865,0.0,0,0
1148,screen,BIHMH gen 33 screen / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2194,1078515.3612064177,19712.551206417524,1058802.81,32355413.993671384,32287980.889507815,3381.8799868473857,64051.22417671983,872.4184888299976,3.8764423612603998,73.41800408496508,77.29444644622548,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9488920177913345,0.0,0,0
1149,final,BIHMH gen 55 full / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2407,1078515.3612064177,19712.551206417575,1058802.81,32355554.068767298,32288225.778797433,1095.5446990277117,66232.74527083866,897.0445202326708,1.2212824161096876,73.83440150067418,75.05568391678386,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8656015414525815,0.0,0,0
1150,screen,BIHMH gen 59 screen / mip_intensify,24999922.240000002,77.75999999791384,4,C1;C4;C5;C7,2367,1078515.3612064177,19712.551206417524,1058802.81,32355555.69666143,32284382.58190351,2533.494273604068,68639.62048431675,897.2758634522888,2.8235399800640937,76.49778989955696,79.32132987962106,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9433277522464443,0.0,0,0
1151,final,BIHMH gen 42 full / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2299,1078515.3612064177,19712.551206417575,1058802.81,32356256.451338835,32288962.411679834,1000.6816277329996,66293.35803127073,896.8253936294432,1.1158042968467377,73.92002780271665,75.03583209956338,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.864526698822026,0.0,0,0
1152,final,BIHMH gen 39 full / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2237,1078515.3612064177,19712.55120641757,1058802.81,32356390.204197787,32289033.24766938,1041.2465400678136,66315.70998833659,898.6326516007282,1.158700986674642,73.79623906410352,74.95494005077816,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8691776393409045,0.0,0,0
1153,final,BIHMH gen 38 full / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2235,1078515.3612064177,19712.55120641757,1058802.81,32358279.571120325,32290761.7861014,1207.0163104670946,66310.768708457,898.5266767692383,1.3433282969483646,73.79944349219038,75.14277178913875,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8785107364419084,0.0,0,0
1154,final,BIHMH gen 49 full / crossover_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2326,1078515.3612064177,19712.551206417575,1058802.81,32359592.32141223,32292075.383601725,1119.793640464499,66397.14417004056,898.554025112849,1.2462173772176521,73.8933245129048,75.13954189012244,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8679323991737754,0.0,0,0
1155,final,BIHMH gen 37 full / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2199,1078515.3612064177,19712.55120641757,1058802.81,32360933.409840066,32293483.709544834,1161.5795666118179,66288.12072862088,897.4886247381244,1.2942554753278928,73.85956646298766,75.15382193831555,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8694178009499918,0.0,0,0
1156,screen,BIHMH gen 34 screen / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2214,1078515.3612064177,19712.551206417524,1058802.81,32362614.24366577,32296581.20567013,2565.204792167963,63467.833203471026,872.4184888299973,2.9403374928563997,72.74929866352088,75.68963615637728,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9491357879364821,0.0,0,0
1157,final,BIHMH gen 32 full / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2190,1078515.3612064177,19712.55120641757,1058802.81,32362624.085703466,32295214.016250014,1111.322226665404,66298.7472267862,897.4963679614019,1.2382470462690474,73.87076939083221,75.10901643710126,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.866505493365737,0.0,0,0
1158,screen,BIHMH gen 34 screen / crossover_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2179,1078515.3612064177,19712.551206417524,1058802.81,32362890.86582948,32296903.58386209,2525.400914682202,63461.88105270791,872.4184888299988,2.894712740520916,72.74247607683866,75.63718881735957,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9485508265249172,0.0,0,0
1159,screen,BIHMH gen 32 screen / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2173,1078515.3612064177,19712.551206417524,1058802.81,32363064.920645148,32297064.142645698,2531.703305032788,63469.074694418414,872.4184888299977,2.901936785438902,72.75072170872596,75.65265849416487,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9485733046058437,0.0,0,0
1160,final,BIHMH gen 32 full / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2195,1078515.3612064177,19712.55120641757,1058802.81,32363733.265814196,32296446.986496523,1147.3675023400115,66138.91181533354,897.2918418817025,1.2787004726732807,73.70947636906432,74.9881768417376,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8710259682353971,0.0,0,0
1161,final,BIHMH gen 35 full / mip_intensify,24999353.92,646.0799999982119,3,C4;C5;C7,2192,1078515.3612064177,19712.55120641757,1058802.81,32364162.620018367,32296830.450923935,1158.815194255673,66173.3539001766,897.5255468823187,1.2911222396743811,73.72865778588594,75.01978002556032,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8715301191125195,0.0,0,0
1162,final,BIHMH gen 36 full / mip_intensify,24999353.92,646.0799999982119,3,C4;C5;C7,2214,1078515.3612064177,19712.55120641757,1058802.81,32364503.035746932,32297144.928045113,1094.2930040669357,66263.81469775422,897.2633002594285,1.2195896162815747,73.85102531062527,75.07061492690686,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8641289785637138,0.0,0,0
1163,final,BIHMH gen 35 full / crossover_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2194,1078515.3612064177,19712.55120641757,1058802.81,32364597.195077825,32297310.726867452,1188.881280846717,66097.5869295259,897.4219157788274,1.3247740666272303,73.65274434173266,74.97751840835988,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8768012473071531,0.0,0,0
1164,final,BIHMH gen 41 full / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2297,1078515.3612064177,19712.551206417575,1058802.81,32366570.2033022,32299153.98458803,1130.6852132337226,66285.53350093728,898.5807915768074,1.2583011164189521,73.76691569894462,75.02521681536356,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8700452537868363,0.0,0,0
1165,screen,BIHMH gen 28 screen / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2154,1078515.3612064177,19712.551206417524,1058802.81,32366711.428290028,32300012.2798296,3225.1426464505153,63474.00581398005,872.4184888299989,3.696783926227603,72.75637394973724,76.45315787596485,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.957548543525643,0.0,0,0
1166,screen,BIHMH gen 29 screen / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2164,1078515.3612064177,19712.551206417524,1058802.81,32367134.70841681,32300452.405814968,3212.2705325320085,63470.03206930632,872.4184888299973,3.6820294086614247,72.75181908905455,76.43384849771597,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9574734521399121,0.0,0,0
1167,screen,BIHMH gen 27 screen / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2149,1078515.3612064177,19712.551206417524,1058802.81,32367293.55832734,32300592.358207025,3222.0383947350447,63479.161725580256,872.4184888299976,3.6932257121878833,72.7622838561254,76.45550956831329,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9575394713845399,0.0,0,0
1168,screen,BIHMH gen 31 screen / crossover_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2151,1078515.3612064177,19712.551206417524,1058802.81,32368100.141085558,32301392.10153808,3233.451339784565,63474.588207693065,872.4184888299975,3.70630767364978,72.75704151206033,76.4633491857101,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9576958718657924,0.0,0,0
1169,final,BIHMH gen 36 full / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2230,1078515.3612064177,19712.55120641757,1058802.81,32368222.281305235,32300814.238711275,1129.0692226434744,66278.973371317,898.4409443212909,1.2566983169900021,73.77109624204195,75.02779455903195,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8725513209794522,0.0,0,0
1170,screen,BIHMH gen 28 screen / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2149,1078515.3612064177,19712.551206417524,1058802.81,32368505.05556671,32301797.074684016,3233.4869818369334,63474.49390085631,872.4184888299976,3.706348527956314,72.75693341389646,76.46328194185277,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9576965152149203,0.0,0,0
1171,screen,BIHMH gen 30 screen / crossover_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2159,1078515.3612064177,19712.551206417524,1058802.81,32369804.168515664,32303069.72221316,3257.652231352599,63476.794071149474,872.4184888299977,3.7340476767307433,72.75956995853943,76.49361763527017,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9579141979567185,0.0,0,0
1172,screen,BIHMH gen 30 screen / mip_intensify,24999353.92,646.0799999982119,3,C4;C5;C7,2166,1078515.3612064177,19712.551206417524,1058802.81,32370019.482678603,32303290.557209622,3257.0196762620385,63471.905792722304,872.4184888299972,3.7333226174860608,72.75396682370253,76.4872894411886,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.957873697928932,0.0,0,0
1173,final,BIHMH gen 31 full / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2180,1078515.3612064177,19712.55120641757,1058802.81,32370969.77135342,32303614.625897024,1088.7989750787294,66266.34648131471,897.5255468823184,1.213111959721733,73.83226774045622,75.04537970017795,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.866397249435184,0.0,0,0
1174,screen,BIHMH gen 24 screen / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2129,1078515.3612064177,19712.551206417524,1058802.81,32371060.50733541,32304342.489693176,3237.3806657246837,63480.636976510934,872.4184888299983,3.710811619852692,72.76397484611417,76.47478646596686,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9576115387425588,0.0,0,0
1175,screen,BIHMH gen 26 screen / add_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2138,1078515.3612064177,19712.551206417524,1058802.81,32371284.790146623,32304572.955807287,3235.12629542884,63476.70804390743,872.4184888299981,3.7082275729477874,72.759471350769,76.4676989237168,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9576480555727939,0.0,0,0
1176,final,BIHMH gen 59 full / mip_intensify,24999922.240000002,77.75999999791384,4,C1;C4;C5;C7,2367,1078515.3612064177,19712.55120641757,1058802.81,32371769.109709688,32303287.511559013,646.3162056970407,67835.28194498064,900.5406481753193,0.7176979817697405,75.32728487318022,76.04498285494996,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8382467219773324,0.0,0,0
1177,screen,BIHMH gen 28 screen / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2161,1078515.3612064177,19712.551206417524,1058802.81,32372237.39001966,32305537.340176392,3223.8328979691887,63476.216945298715,872.4184888299983,3.6952826415825686,72.75890843444499,76.45419107602756,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9575585229415802,0.0,0,0
1178,screen,BIHMH gen 26 screen / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2140,1078515.3612064177,19712.551206417524,1058802.81,32372498.800340414,32305779.80382888,3232.174469018229,63486.822042516964,872.4184888299985,3.7048440747202664,72.7710644093057,76.47590848402596,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9575581254722736,0.0,0,0
1179,screen,BIHMH gen 30 screen / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2162,1078515.3612064177,19712.551206417524,1058802.81,32372899.984898373,32306193.939208977,3231.3392207047045,63474.70646869066,872.418488829999,3.703886680620737,72.75717706741479,76.46106374803553,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9576175388458708,0.0,0,0
1180,screen,BIHMH gen 25 screen / add_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2135,1078515.3612064177,19712.551206417524,1058802.81,32373168.202344675,32306452.671587147,3238.3176324608608,63477.213125068134,872.4184888299984,3.7118856075640636,72.76005029443783,76.47193590200189,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9576806876817252,0.0,0,0
1181,screen,BIHMH gen 28 screen / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2155,1078515.3612064177,19712.551206417524,1058802.81,32373723.48453589,32307739.104025602,2515.8405282048743,63468.53998208529,872.4184888299983,2.883754253739936,72.75010880065489,75.63386305439482,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9482473499540474,0.0,0,0
1182,final,BIHMH gen 34 full / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2194,1078515.3612064177,19712.55120641757,1058802.81,32376885.080598835,32309414.234414693,1088.7228265604945,66382.12335758346,898.6577796535562,1.211498805452072,73.86807843935274,75.07957724480481,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8677505534086507,0.0,0,0
1183,final,BIHMH gen 33 full / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2194,1078515.3612064177,19712.55120641757,1058802.81,32376902.854723204,32309432.266478106,1088.573237593727,66382.01500750151,898.6577796535564,1.211332347240554,73.8679578705618,75.07929021780235,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8677493953903911,0.0,0,0
1184,screen,BIHMH gen 23 screen / mip_intensify,24999353.92,646.0799999982119,3,C4;C5;C7,2119,1078515.3612064177,19712.551206417524,1058802.81,32377418.626790952,32310648.52728284,3302.7248881193623,63467.37461999124,872.418488829998,3.7857117087794103,72.74877301730211,76.53448472608153,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9583644203298919,0.0,0,0
1185,screen,BIHMH gen 31 screen / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2212,1078515.3612064177,19712.551206417524,1058802.81,32381503.563581467,32313926.78322372,3530.144274296307,64046.63608345111,872.418488829999,4.046388653489664,73.41274503403073,77.45913368752039,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9502029762932435,0.0,0,0
1186,screen,BIHMH gen 26 screen / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2155,1078515.3612064177,19712.551206417524,1058802.81,32381692.780884445,32315300.14296248,2642.295835566604,63750.34208639805,872.4184888299977,3.0287022448483327,73.07312133182066,76.10182357666899,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9449499363017057,0.0,0,0
1187,screen,BIHMH gen 22 screen / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2094,1078515.3612064177,19712.551206417524,1058802.81,32383098.57234039,32315631.909547724,3405.681553815723,64060.981238851855,872.4184888299985,3.9037246429555688,73.42918800903006,77.33291265198562,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9485547486487188,0.0,0,0
1188,final,BIHMH gen 28 full / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2154,1078515.3612064177,19712.55120641757,1058802.81,32383627.848791193,32316208.75867092,1146.5870521060842,66272.50306816728,898.580791576808,1.2759977320392981,73.75241457351196,75.02841230555126,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8718984120506458,0.0,0,0
1189,final,BIHMH gen 34 full / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2214,1078515.3612064177,19712.55120641757,1058802.81,32384069.339268588,32316654.95348817,1080.9330920794928,66333.45268833607,897.6025176078457,1.2042447195449406,73.90069812317142,75.10494284271637,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8703387610170462,0.0,0,0
1190,final,BIHMH gen 27 full / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2149,1078515.3612064177,19712.55120641757,1058802.81,32386416.916256715,32318997.184043787,1124.4499970322527,66295.28221589485,898.6069945362625,1.2513256672484943,73.7756133871486,75.02693905439709,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8720359143572531,0.0,0,0
1191,final,BIHMH gen 31 full / crossover_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2151,1078515.3612064177,19712.55120641757,1058802.81,32387279.74386059,32319875.87744864,1187.8355767527753,66216.03083519544,898.6326516007287,1.3218255252987874,73.6853159266417,75.0071414519405,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8779951032121167,0.0,0,0
1192,final,BIHMH gen 28 full / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2149,1078515.3612064177,19712.55120641757,1058802.81,32387757.897745293,32320217.08518811,1140.5215347046221,66400.29102247808,898.6069945362631,1.2692106133596277,73.89247070878271,75.16168132214234,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8679161031603545,0.0,0,0
1193,final,BIHMH gen 25 full / add_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2135,1078515.3612064177,19712.55120641757,1058802.81,32388777.58060405,32321472.6931248,1081.7528559836533,66223.13462326743,897.4595256442519,1.2053500186619606,73.789550092221,74.99490011088297,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8694791762314255,0.0,0,0
1194,final,BIHMH gen 29 full / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2164,1078515.3612064177,19712.55120641757,1058802.81,32389193.002801657,32321649.887593374,1196.0862217962936,66347.02898648649,898.6326516007283,1.3310068576583693,73.8310909004953,75.16209775815366,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8698673336646214,0.0,0,0
1195,final,BIHMH gen 26 full / add_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2138,1078515.3612064177,19712.55120641757,1058802.81,32389226.562924724,32321784.819284983,1141.642217405638,66300.10142233514,897.4509252856305,1.2720943120564379,73.8760187931545,75.14811310521094,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8711826225000413,0.0,0,0
1196,screen,BIHMH gen 18 screen / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2073,1078515.3612064177,19712.551206417524,1058802.81,32389281.765485473,32322527.343569938,3289.2669796942623,63465.15493583907,872.4184888299976,3.77028573076839,72.74622872900405,76.51651445977244,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9582538903166231,0.0,0,0
1197,screen,BIHMH gen 21 screen / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2077,1078515.3612064177,19712.551206417524,1058802.81,32390808.384076938,32324849.27204483,2489.8237300131073,63469.288302092966,872.4184888299976,2.8539327878667673,72.75096655414968,75.60489934201645,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9479999520787776,0.0,0,0
1198,final,BIHMH gen 24 full / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2129,1078515.3612064177,19712.55120641757,1058802.81,32391527.805436224,32324162.890403107,1139.534199321978,66225.38083379297,897.4963679614024,1.2696811262984238,73.78902377534864,75.05870490164706,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8682434894885186,0.0,0,0
1199,screen,BIHMH gen 20 screen / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2076,1078515.3612064177,19712.551206417524,1058802.81,32391817.870699886,32325853.476891067,2494.763344585655,63469.63046423444,872.4184888299984,2.859594766190003,72.75135875370276,75.61095351989276,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9480872433153329,0.0,0,0
1200,screen,BIHMH gen 21 screen / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2079,1078515.3612064177,19712.551206417524,1058802.81,32391868.688011568,32325123.2745899,3285.530006407277,63459.88341526083,872.4184888299976,3.7660022666570363,72.74018630710935,76.5061885737664,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9582659491139096,0.0,0,0
1201,final,BIHMH gen 26 full / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2140,1078515.3612064177,19712.55120641757,1058802.81,32392082.565529905,32324657.266926266,1105.5154789269077,66319.78312471145,897.5255468823186,1.2317370605962932,73.89180548128414,75.12354254188043,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8690869091096558,0.0,0,0
1202,final,BIHMH gen 30 full / mip_intensify,24999353.92,646.0799999982119,3,C4;C5;C7,2166,1078515.3612064177,19712.55120641757,1058802.81,32392221.917889297,32324817.683811937,1102.745501160193,66301.48857620073,898.5540251128492,1.2272445176812818,73.78686948497497,75.01411400265626,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8670722779472688,0.0,0,0
1203,screen,BIHMH gen 17 screen / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2044,1078515.3612064177,19712.551206417524,1058802.81,32392282.53900083,32324942.09697637,3259.35434290696,64081.08768155367,880.5033603820816,3.7016943825093533,72.77778889310157,76.47948327561093,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9587822671771634,0.0,0,0
1204,screen,BIHMH gen 43 screen / mip_intensify,24999702.0,298.0,4,C1;C4;C5;C7,2303,1078515.3612064177,19712.551206417524,1058802.81,32392394.27841833,32321155.718713403,2582.5416380177226,68656.01806690863,897.8095351266658,2.876491657724898,76.47058243508454,79.34707409280944,0.0,1078704.78295037,19901.97295037,19712.0,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.9445766789375356,0.0,0,0
