soc_fraction,origin,destination,demand,retained_paths,distinct_charging_stations,refinement_round,selection_reason
0.1,797,654,0.0071664825,5,1,0,path_count_below_K;low_station_diversity
0.1,797,656,0.0190291,5,1,0,path_count_below_K;low_station_diversity
0.1,797,667,0.02143331,5,1,0,path_count_below_K;low_station_diversity
0.1,797,670,0.0041603275,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,797,681,0.0068801825,5,1,0,path_count_below_K;low_station_diversity
0.1,797,692,0.0052208875,5,1,160,path_count_below_K;high_overlap;low_station_diversity;dynamic_enrichment
0.1,797,693,0.0080653775,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,797,707,0.00678859,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,807,1521,0.0533092225,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,807,656,0.041024335,5,1,100,path_count_below_K;high_overlap;low_station_diversity;dynamic_enrichment
0.1,807,667,0.0627315175,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,807,681,0.0195732025,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,807,693,0.029968245,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,807,820,1.55008668,5,0,0,path_count_below_K;high_demand
0.1,811,560,1.42103316,5,0,0,path_count_below_K;high_demand
0.1,811,751,1.4404120525,5,0,0,path_count_below_K;high_demand
0.1,811,754,1.8427704475,5,0,0,path_count_below_K;high_demand
0.1,811,796,1.4213797675,5,0,0,path_count_below_K;high_demand
0.1,811,797,1.8384260925,5,0,0,path_count_below_K;high_demand
0.1,811,820,2.4495230925,5,0,0,path_count_below_K;high_demand
0.1,834,1521,0.0014524275,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,834,428,0.0089802425,5,1,140,path_count_below_K;high_overlap;low_station_diversity;dynamic_enrichment
0.1,834,447,0.0177256425,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,834,484,0.0005625675,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,834,630,0.003910185,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,834,642,0.006546395,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,834,643,0.0042559375,5,1,0,path_count_below_K;low_station_diversity
0.1,834,654,0.00309315,5,1,0,path_count_below_K;low_station_diversity
0.1,834,656,0.0182849025,5,1,0,path_count_below_K;low_station_diversity
0.1,834,667,0.0085494175,5,1,0,path_count_below_K;low_station_diversity
0.1,834,670,0.00173773,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,834,681,0.00212113,5,1,0,path_count_below_K;low_station_diversity
0.1,834,693,0.00316466,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,834,707,0.003184835,5,1,0,path_count_below_K;high_overlap;low_station_diversity
0.1,912,1013,1.35165807,5,0,0,path_count_below_K;high_demand
0.1,912,375,3.1686005425,5,0,0,path_count_below_K;high_demand
0.1,912,429,1.933870275,5,0,0,path_count_below_K;high_demand
0.1,912,642,1.43342865,5,0,0,path_count_below_K;high_demand
0.1,912,899,2.4558376425,5,0,80,path_count_below_K;high_demand;dynamic_enrichment
0.1,912,937,1.708432605,5,0,0,path_count_below_K;high_demand
0.1,926,1022,1.30617676,5,0,0,path_count_below_K;high_demand
0.1,926,1029,1.45582907,5,0,0,path_count_below_K;high_demand
0.1,926,934,1.30934894,5,0,0,path_count_below_K;high_demand
0.2,1004,902,1.376936185,5,0,0,path_count_below_K;high_demand
0.2,1022,1013,1.3955909475,5,0,0,path_count_below_K;high_demand
0.2,1022,1059,1.9356608425,5,0,0,path_count_below_K;high_demand
0.2,1022,1569,1.62402705,5,0,0,path_count_below_K;high_demand
0.2,1071,1029,1.6470875575,5,0,0,path_count_below_K;high_demand
0.2,1071,1059,2.785935815,5,0,0,path_count_below_K;high_demand
0.2,1071,1328,2.012463055,5,0,0,path_count_below_K;high_demand
0.2,1071,1564,3.647193135,5,0,0,path_count_below_K;high_demand
0.2,1071,1571,1.7225693125,5,0,0,path_count_below_K;high_demand
0.2,1071,1585,1.773357335,5,0,0,path_count_below_K;high_demand
0.2,1071,1632,1.327636265,5,0,0,path_count_below_K;high_overlap;high_demand
0.2,1071,1633,2.4016242875,5,0,0,path_count_below_K;high_demand
0.2,1134,1142,1.4706574025,5,0,0,path_count_below_K;high_demand
0.2,1134,528,1.4152926625,5,0,0,path_count_below_K;high_demand
0.2,1142,528,1.3549478225,5,0,0,path_count_below_K;high_demand
0.2,1151,528,2.018167845,5,0,0,path_count_below_K;high_demand
0.2,1190,1252,1.31721389,5,0,0,path_count_below_K;high_demand
0.2,1190,717,1.956157955,5,0,0,path_count_below_K;high_demand
0.2,1190,726,2.3707883625,5,0,0,path_count_below_K;high_demand
0.2,1190,754,1.338421255,5,0,0,path_count_below_K;high_demand
0.2,1190,777,1.4287498325,5,0,0,path_count_below_K;high_demand
0.2,1224,1190,1.34746937,5,0,0,path_count_below_K;high_demand
0.2,1224,1225,1.999273995,5,0,0,path_count_below_K;high_demand
0.2,1224,1252,2.7619070375,5,0,0,path_count_below_K;high_demand
0.2,1224,1431,1.369259715,5,0,0,path_count_below_K;high_demand
0.2,1224,726,1.288000025,5,0,0,path_count_below_K;high_demand
0.2,1224,777,1.32162115,5,0,0,path_count_below_K;high_demand
0.2,1225,1190,1.9680844175,5,0,0,path_count_below_K;high_demand
