soc_fraction,origin,destination,demand,retained_paths,distinct_charging_stations,refinement_round,selection_reason
0.3,1190,1252,1.31721389,5,0,0,path_count_below_K;high_demand
0.3,1190,717,1.956157955,5,0,0,path_count_below_K;high_demand
0.3,1190,726,2.3707883625,5,0,0,path_count_below_K;high_demand
0.3,1190,754,1.338421255,5,0,0,path_count_below_K;high_demand
0.3,1190,777,1.4287498325,5,0,0,path_count_below_K;high_demand
0.3,1224,1190,1.34746937,5,0,0,path_count_below_K;high_demand
0.3,1224,1225,1.999273995,5,0,0,path_count_below_K;high_demand
0.3,1224,1252,2.7619070375,5,0,0,path_count_below_K;high_demand
0.3,1224,1431,1.369259715,5,0,0,path_count_below_K;high_demand
0.3,1224,726,1.288000025,5,0,0,path_count_below_K;high_demand
0.3,1224,777,1.32162115,5,0,0,path_count_below_K;high_demand
0.3,1225,1190,1.9680844175,5,0,0,path_count_below_K;high_demand
0.3,1225,1224,3.6015237475,5,0,0,path_count_below_K;high_demand
0.3,1225,1252,1.6731321575,5,0,0,path_count_below_K;high_overlap;high_demand
0.3,1225,1431,4.3154959175,5,0,0,path_count_below_K;high_demand
0.3,1252,1224,2.0885145125,5,0,0,path_count_below_K;high_demand
0.3,1252,1250,1.22284817,5,0,0,path_count_below_K
0.3,1252,1431,2.07326633,5,0,0,path_count_below_K;high_demand
0.3,1252,1432,1.9483329525,5,0,0,path_count_below_K;high_demand
0.3,1260,1271,1.4792234625,5,0,0,path_count_below_K;high_demand
0.3,1260,1431,1.1756512575,5,0,0,path_count_below_K
0.3,128,134,1.5315004675,5,0,0,path_count_below_K;high_demand
0.3,130,342,1.197940565,5,0,0,path_count_below_K
0.3,1311,1328,1.30219404,5,0,0,path_count_below_K;high_demand
0.3,1321,1338,1.7043178675,5,0,0,path_count_below_K;high_demand
0.3,134,377,1.4161046025,5,0,0,path_count_below_K;high_demand
0.3,1431,1255,1.3049047,5,0,0,path_count_below_K;high_demand
0.3,1431,1430,3.4879156175,5,0,0,path_count_below_K;high_demand
0.3,1431,1435,1.800386345,2,0,0,path_count_below_K;high_demand
0.3,1431,1457,2.3758414125,5,0,0,path_count_below_K;high_demand
0.3,1432,1431,1.2287675975,5,0,0,path_count_below_K
0.3,1435,1431,1.2816758175,2,0,0,path_count_below_K
0.3,1721,1723,1.4158934375,5,0,0,path_count_below_K;high_demand
0.3,310,317,1.492142015,5,0,0,path_count_below_K;high_demand
0.3,310,324,2.1022286975,5,0,0,path_count_below_K;high_demand
0.3,324,336,1.7027427725,5,0,0,path_count_below_K;high_demand
0.3,324,41,1.3502323075,5,0,0,path_count_below_K;high_demand
0.3,336,334,1.3584444025,5,0,0,path_count_below_K;high_demand
0.3,342,336,1.4448193625,5,0,0,path_count_below_K;high_demand
0.3,361,379,1.688774495,5,0,0,path_count_below_K;high_demand
0.3,41,324,1.56475915,5,0,0,path_count_below_K;high_demand
0.3,41,39,1.436061015,5,0,0,path_count_below_K;high_demand
0.3,41,46,1.5292643525,5,0,0,path_count_below_K;high_demand
0.3,46,41,1.6430196275,5,0,0,path_count_below_K;high_overlap;high_demand
0.3,46,49,1.7456947475,5,0,0,path_count_below_K;high_demand
0.3,52,104,1.89268139,5,0,0,path_count_below_K;high_overlap;high_demand
0.3,52,342,2.520712795,5,0,0,path_count_below_K;high_demand
0.3,52,345,1.3343297775,5,0,0,path_count_below_K;high_demand
0.3,52,49,3.0649544525,5,0,0,path_count_below_K;high_demand
0.3,528,1142,3.2939786475,5,0,0,path_count_below_K;high_overlap;high_demand
0.3,528,1151,2.8084736475,5,0,0,path_count_below_K;high_demand
0.3,528,539,1.3323985675,5,0,0,path_count_below_K;high_demand
0.3,528,550,2.9422736475,5,0,0,path_count_below_K;high_demand
0.3,528,570,1.4570721725,5,0,0,path_count_below_K;high_demand
0.3,528,717,2.7414577475,5,0,0,path_count_below_K;high_demand
0.3,528,726,2.01963872,5,0,0,path_count_below_K;high_demand
0.3,539,550,1.481537005,5,0,0,path_count_below_K;high_demand
0.3,539,560,1.39404085,5,0,0,path_count_below_K;high_demand
0.3,560,754,1.6901995625,5,0,0,path_count_below_K;high_demand
0.3,578,560,1.91124302,5,0,0,path_count_below_K;high_demand
0.3,578,584,2.869912425,5,0,0,path_count_below_K;high_demand
0.3,707,706,2.1533770225,5,0,0,path_count_below_K;high_demand
0.3,726,1190,1.8089429425,5,0,0,path_count_below_K;high_demand
0.3,726,1224,1.21329518,5,0,0,path_count_below_K
0.3,726,560,1.286077355,5,0,0,path_count_below_K
0.3,726,754,1.7046849875,5,0,0,path_count_below_K;high_demand
0.3,726,777,1.6116245725,5,0,0,path_count_below_K;high_demand
0.3,726,784,1.4902747425,5,0,0,path_count_below_K;high_demand
0.3,75,104,1.56766154,5,0,0,path_count_below_K;high_demand
0.3,751,754,1.591986945,5,0,0,path_count_below_K;high_demand
0.3,770,584,1.605665385,5,0,0,path_count_below_K;high_demand
0.3,777,726,1.36146414,5,0,0,path_count_below_K;high_demand
0.3,784,1252,1.4140075975,5,0,0,path_count_below_K;high_demand
0.3,784,726,1.359982825,5,0,0,path_count_below_K;high_demand
0.3,784,777,1.333082345,5,0,0,path_count_below_K;high_demand
0.3,807,820,1.55008668,5,0,0,path_count_below_K;high_demand
0.3,811,751,1.4404120525,5,0,0,path_count_below_K;high_demand
0.3,811,784,2.1287450375,5,0,0,path_count_below_K;high_demand
0.3,811,797,1.8384260925,5,0,0,path_count_below_K;high_demand
0.3,811,820,2.4495230925,5,0,0,path_count_below_K;high_demand
0.3,844,1031,1.1529262725,5,0,0,path_count_below_K
0.3,844,839,1.1903732275,5,0,0,path_count_below_K
